title,description,category,image_link,read_link
‘Taxation policy must be gender sensitive’,"Business Reporter ZIMBABWE Revenue Authority (Zimra) commissioner-general, Ms Regina Chinamasa, has stressed the need ...",Business,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/10/Untitled-7-copy-5-200x200.jpg,https://www.chronicle.co.zw/taxation-policy-must-be-gender-sensitive/
The case of roadside trees and traffic safety,"Nkosilathi Sibanda TREES that align close to highways can either save lives, injure or kill, in the event of an ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2022/01/Trees-hazard-new-200x200.jpg,https://www.chronicle.co.zw/the-case-of-roadside-trees-and-traffic-safety/
Coaches attend Caf A licence refresher course,"Ricky Zililo, Senior Sports Reporter ZAMBIAN elite Confederation of African Football instructor Honour Janza is ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-39-3-200x200.jpg,https://www.chronicle.co.zw/coaches-attend-caf-a-licence-refresher-course/
No need for Zim to import honey,ZIMBABWE should not be importing honey as it has the best vegetation and climatic conditions to produce the commodity in ...,Business,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/huyyh-200x200.jpg,https://www.chronicle.co.zw/no-need-for-zim-to-import-honey/
Team Nkalakatha Music out to conquer,"Mbulelo Mpofu, Showbiz Reporter AT the turn of the millennium, late South African Kwaito artiste Mandoza (born Mduduzi ...",Entertainment,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-28-5-200x200.jpg,https://www.chronicle.co.zw/team-nkalakatha-music-out-to-conquer/
"Low profitability, low prices renders cotton growing unattractive","Patrick Chitumba, Midlands Bureau Chief IN 1994 Ms Ivy Moyo (58) and her husband, now late, relocated from Rengwe ...",Opinion & Analysis,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-4-17-200x200.jpg,https://www.chronicle.co.zw/low-profitability-low-prices-renders-cotton-growing-unattractive/
Community pools resources to refurbish Ndlovu Sec school,"Leonard Ncube, Victoria Falls Reporter NDLOVU Secondary School which was damaged by a storm in November last year has ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-26-5-200x200.jpg,https://www.chronicle.co.zw/community-pools-resources-to-refurbish-ndlovu-sec-school/
"Local, foreign coaches seek jobs at FC Talen Vision","Fungai Muderere, Senior Sports Reporter FORMER Premier Soccer League coach Philani Mabhena and ex Highlanders left back ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-9-12-200x200.jpg,https://www.chronicle.co.zw/local-foreign-coaches-seek-jobs-at-fc-talen-vision/
Mining Bill ringfences 9 strategic minerals,"Nqobile Bhebhe, Senior Business Reporter GOVERNMENT is moving towards ring-fencing nine strategic minerals to ensure ...",Business,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/ffrwasqa-200x200.jpg,https://www.chronicle.co.zw/mining-bill-ringfences-9-strategic-minerals/
Re-engagement drive continues to bear fruit,"Zvamaida Murwira, Harare Bureau ZIMBABWE’s engagement and re-engagement efforts continue to bear fruit as evidenced by ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-10-12-200x200.jpg,https://www.chronicle.co.zw/re-engagement-drive-continues-to-bear-fruit/
Recognise when  you need help,The Word of God teaches us that truth sets you free. Sometimes in life you go through bad things that affect your ...,Opinion & Analysis,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2021/10/bible-200x200.jpg,https://www.chronicle.co.zw/recognise-when-you-need-help-2/
Minister launches Presidential poultry scheme in Bulawayo,"Sikhumbuzo Moyo, Senior Reporter BULAWAYO Provincial Affairs and Devolution Minister Judith Ncube yesterday launched the ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-31-4-200x200.jpg,https://www.chronicle.co.zw/minister-launches-presidential-poultry-scheme-in-bulawayo/
"US$1,5 million medical  lab at UBH 85% complete","Sikhumbuzo Moyo, Senior Reporter THE United Bulawayo Hospitals (UBH) state-of-the-art medical laboratory is nearing ...",Local News,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-6-16-200x200.jpg,https://www.chronicle.co.zw/us15-million-medical-lab-at-ubh-85-complete/
Tuskers looking to get back to winning ways,"Brandon Moyo, Sports Reporter TUSKERS will be hoping to save their 2022/23 domestic Twenty20 competition when they go up ...",Sport,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-27-5-200x200.jpg,https://www.chronicle.co.zw/tuskers-looking-to-get-back-to-winning-ways/
"Africa needs pro-poor, inclusive recovery efforts: UNECA","Business Reporter FOLLOWING the multiple financial, health, and climate crises affecting Africa, United Nations Economic ...",Business,https://www.chronicle.co.zw/wp-content/uploads/sites/3/2023/02/Untitled-29-3-200x200.jpg,https://www.chronicle.co.zw/africa-needs-pro-poor-inclusive-recovery-efforts-uneca/
